FOODID;FOODNAME;FOODTYPE;PROCESS;EDPORT;IGCLASS;IGCLASSP;FUCLASS;FUCLASSP
33890;KASVISPIHVI/PYÖRYKKÄ, APETIT PORKKANANAPPI;DISH;BAK;100;DISH;NONINGR;VEGDISH;VEGDITOT
33891;JUUSTO, HALLOUMIJUUSTO, PAISTETTU;DISH;FRIE;100;DISH;NONINGR;CHEESUNC;MILKDTOT
33893;TOFUPIHVI, LEIVITETTY TOFU, SISÄLTÄÄ SEESAMINSIEMENIÄ, PAISTETTU ÖLJYSSÄ;DISH;FRIE;100;DISH;NONINGR;LEGUDISH;LEGUTOT
33896;HEDELMÄSOSE, 100 % HEDELMÄÄ, MAKEUTTAMATON;DISH;MASH;100;DISH;NONINGR;FRUFRESH;FRUDITOT
33897;MARJASOSE, 100 % MARJOJA, MAKEUTTAMATON;DISH;MASH;100;DISH;NONINGR;BERFRESH;FRUDITOT
33899;MAIZENA PIKASUURUSTE;FOOD;IND;100;STARCH;CERTOT;INGRMISC;MISCTOT
33900;KAURAJUOMA, OATLY SUKLAA, LISÄTTY KALSIUMIA JA VITAMIINEJA, ALKAEN 09/12;FOOD;IND;100;OATLIQ;CERTOT;VEGJUICE;VEGDITOT
33901;KAURAJUOMA, OATLY, LISÄTTY KALSIUMIA JA VITAMIINEJA, ALKAEN 09/12;FOOD;IND;100;OATLIQ;CERTOT;VEGJUICE;VEGDITOT
33903;(ARC)JOGURTTI, MAUSTETTU, GEFILUS KIDIUS, RASVAA 2,5%,VL,D-VIT 1,5UG, ALK. 09/12;FOOD;IND;100;YOGHURHI;MILKTOT;YOGHURT;MILKDTOT
33905;KIISSELI, MEHUKEITTO, GEFILUS MUSTIKKA-VADELMA, C- JA D-VIT, PROB, ALKAEN 09/12;DISH;IND;100;DISH;NONINGR;FRUBSOUP;FRUDITOT
33907;MEHU, HERAJUOMA, GEFILUS, VL, VITAMIINEJA, PROBIOOTTEJA, 09/12 ALKAEN;FOOD;IND;100;SOURMILK;MILKTOT;DRINKOTH;BEVTOT
33908;MEHU, GEFILUS APPELSIINI-PERSIKKA + KUITU, C- JA D-VITAMIINEJA, PROB, ALK 09/12;FOOD;IND;100;FBDRINK;FRUITTOT;DRJUICE;BEVTOT
33909;MEHU, GEFILUS, C- JA D-VITAMIINEJA, PROBIOOTTEJA;FOOD;IND;100;FBDRINK;FRUITTOT;DRJUICE;BEVTOT
33910;JOGURTTI, JUOTAVA, ACTIMEL, RASVAA 1,5 %, D-VIT 0,75 UG, PROB;FOOD;IND;100;YOGHURHI;MILKTOT;YOGHURT;MILKDTOT
33911;JOGURTTI, JUOTAVA, ACTIMEL, RASVATON, KEINOT.MAK, D-VIT 0,75 UG, PROB;FOOD;IND;100;YOGHURLO;MILKTOT;YOGHURT;MILKDTOT
33912;(ARC)JOGURTTI, JUOTAVA, ACTIMEL POWERFRUIT, RASVAA 1,5%, C JA D-VIT,PROB,ALK9/12;FOOD;IND;100;YOGHURHI;MILKTOT;YOGHURT;MILKDTOT
33914;PIRTELÖ, HESBURGER VANILJAPIRTELÖ;DISH;IND;100;DISH;NONINGR;MILKPUDD;MILKDTOT
33915;PIRTELÖ, VANILJAPIRTELÖ, MCDONALD'S;DISH;IND;100;DISH;NONINGR;MILKPUDD;MILKDTOT
33924;KERMA, VALIO VAAHTOUTUVA MANSIKKA-/SUKLAAKERMA, LAKTOOSITON;FOOD;IND;100;CREAM;MILKTOT;CREAM;MILKDTOT
33925;QUORN, FILEET, KUUTIOT, ROUHE;FOOD;IND;100;MUSHRO;VEGTOT;MUSHRDI;VEGDITOT
33927;KOKOLIHALEIKKELE, KALKKUNALEIKKELE;FOOD;BOIL;100;MEATCUTS;MEATTOT;MEATCUTS;MEATDTOT
33928;OMENASOSE, SOKEROITU;FOOD;MASH;100;JAM;SUGARTOT;JAM;SUGARTOT
33933;KIISSELI, MEHUKEITTO, PROVIVA, C-VITAMIINIA 35 MG, PROBIOOTTEJA;DISH;BOIL;100;DISH;NONINGR;FRUBSOUP;FRUDITOT
34079;NALLE KUITUPUUROSEOS, HIUTALE;FOOD;RAW;100;OAT;CERTOT;FLOUR;CEBAKTOT
34080;NALLE KUITUPUURO, VESI, SUOLAA;DISH;BOIL;100;DISH;NONINGR;PORR;CEBAKTOT
34110;MAIZENA SUURUSTE RUSKEA/VAALEA;FOOD;IND;100;STARCH;CERTOT;INGRMISC;MISCTOT
34127;MAITO, KEVYTMAITO, VALIO PLUS, D-VITAMIINIA 2 UG;FOOD;IND;100;MILKLF;MILKTOT;MILKLF;MILKDTOT
34136;MERILEVÄ, NORI, KUIVATTU;FOOD;DRIE;100;VEGCANN;VEGTOT;VEGCANN;VEGDITOT
34137;MERILEVÄ, WAKAME, KUIVATTU;FOOD;DRIE;100;VEGCANN;VEGTOT;VEGCANN;VEGDITOT
34140;KOOKOSÖLJY;FOOD;IND;100;OIL;FATTOT;OIL;FATTOT
34159;RUKOLA, RUCOLA, SINAPPIKAALI;FOOD;RAW;100;VEGLEAF;VEGTOT;VEGFRESH;VEGDITOT
34180;BROILERI, KOIPI NAHKOINEEN, RAAKA;FOOD;RAW;100;POULTRY;MEATTOT;POULTRY;MEATDTOT
34183;NAUDANLIHA E-LAJITELMA, NAUDAN KASTIKELIHA, RAAKA;FOOD;RAW;100;BEEF;MEATTOT;MSTEAK;MEATDTOT
34184;RYPSIPORSAS, LIHASUIKALE;FOOD;RAW;100;PORK;MEATTOT;MSTEAK;MEATDTOT
34185;VILJAPORSAS, LIHASUIKALE;FOOD;RAW;100;PORK;MEATTOT;MSTEAK;MEATDTOT
34187;NAUDANFILEE, SISÄFILEE;FOOD;RAW;100;BEEF;MEATTOT;MSTEAK;MEATDTOT
34188;PORSAANFILEE, ULKOFILEE;FOOD;RAW;100;PORK;MEATTOT;MSTEAK;MEATDTOT
34189;SIANLIHA, 0-LAJITELMA, SIAN KASTIKELIHA, RAAKA;FOOD;RAW;100;PORK;MEATTOT;MSTEAK;MEATDTOT
34190;KASSLERPIHVI/-PAISTI, RAAKA;FOOD;RAW;100;PORK;MEATTOT;MSTEAK;MEATDTOT
34201;NAUDANLIHA, VÄHÄRASVAINEN, KESKIARVO;FOOD;RAW;100;BEEF;MEATTOT;MSTEAK;MEATDTOT
34208;BROILERI, KOIPI, NAHKOINEEN, GRILLATTU;DISH;GRIL;100;DISH;NONINGR;POULTRY;MEATDTOT
34209;BROILERI, KOIPI, NAHKOINEEN, UUNISSA;DISH;BAK;100;DISH;NONINGR;POULTRY;MEATDTOT
34210;PORSAANFILEE, ULKOFILEE, UUNISSA;DISH;BAK;100;DISH;NONINGR;MSTEAK;MEATDTOT
34211;PORSAANFILEE, SISÄFILEE, PAISTETTU;DISH;FRIE;100;DISH;NONINGR;MSTEAK;MEATDTOT
34212;PORSAANFILEE, ULKOFILEE, PAISTETTU;DISH;FRIE;100;DISH;NONINGR;MSTEAK;MEATDTOT
34213;NAUDANLIHA, VÄHÄRASVAINEN, SUOLATON, KEITETTY;DISH;BOIL;100;DISH;NONINGR;MSTEAK;MEATDTOT
34214;NAUDANFILEE, SISÄFILEE, UUNISSA;DISH;BAK;100;DISH;NONINGR;MSTEAK;MEATDTOT
34215;NAUDANFILEE, SISÄFILEE, PAISTETTU;DISH;FRIE;100;DISH;NONINGR;MSTEAK;MEATDTOT
34216;NAUDANFILEE, SISÄFILEE, GRILLATTU;DISH;GRIL;100;DISH;NONINGR;MSTEAK;MEATDTOT
34219;NAUDANLIHA E-LAJITELMA, NAUDAN KASTIKELIHA, KEITETTY, SUOLATON;DISH;BOIL;100;DISH;NONINGR;MSTEAK;MEATDTOT
34220;RYPSIPORSAS, SUIKALE, PAISTETTU ÖLJYSSÄ;DISH;FRIE;100;DISH;NONINGR;MSTEAK;MEATDTOT
34221;VILJAPORSAS, SUIKALE, PAISTETTU ÖLJYSSÄ;DISH;FRIE;100;DISH;NONINGR;MSTEAK;MEATDTOT
34223;SIANLIHA, 0-LAJITELMA, SIAN KASTIKELIHA, KEITETTY, SUOLATON;DISH;BOIL;100;DISH;NONINGR;MSTEAK;MEATDTOT
34225;KASSLERPIHVI, PAISTETTU;DISH;FRIE;100;DISH;NONINGR;MSTEAK;MEATDTOT
34226;KASSLERPIHVI, GRILLATTU;DISH;GRIL;100;DISH;NONINGR;MSTEAK;MEATDTOT
34228;PINAATTI, PAKASTE;FOOD;FROZ;100;VEGLEAF;VEGTOT;VEGFRESH;VEGDITOT
34229;HERNE, VIHREÄ, PAKASTE;FOOD;FROZ;100;PEABEAN;LEGUTOT;LEGUMES;LEGUTOT
34230;VILLIRUCOLA, PIKKUHIETASINAPPI;FOOD;RAW;100;VEGLEAF;VEGTOT;VEGFRESH;VEGDITOT
34231;JÄÄSALAATTI;FOOD;RAW;100;VEGLEAF;VEGTOT;VEGFRESH;VEGDITOT
34232;PUNASALAATTI, PUNASIKURI;FOOD;RAW;100;VEGLEAF;VEGTOT;VEGFRESH;VEGDITOT
34233;ROOMANSALAATTI, SIDESALAATTI;FOOD;RAW;100;VEGLEAF;VEGTOT;VEGFRESH;VEGDITOT
34234;SIPULI, PUNASIPULI;FOOD;RAW;100;VEGONI;VEGTOT;VEGFRESH;VEGDITOT
34235;VALKORETIKKA;FOOD;RAW;100;ROOT;VEGTOT;VEGFRESH;VEGDITOT
34236;HERNEENVERSO;FOOD;RAW;100;VEGLEAF;VEGTOT;VEGFRESH;VEGDITOT
34237;VUONANKAALI;FOOD;RAW;100;VEGLEAF;VEGTOT;VEGFRESH;VEGDITOT
34238;KORIANTERI, TUORE;FOOD;RAW;100;VEGLEAF;VEGTOT;VEGFRESH;VEGDITOT
34239;HAAPAROUSKU;FOOD;RAW;100;MUSHRO;VEGTOT;MUSHRDI;VEGDITOT
34240;SUPPILOVAHVERO;FOOD;RAW;100;MUSHRO;VEGTOT;MUSHRDI;VEGDITOT
34241;KARVAROUSKU;FOOD;RAW;100;MUSHRO;VEGTOT;MUSHRDI;VEGDITOT
34242;JAUHO, LEIVONTAVEHNÄJAUHO V600;FOOD;RAW;100;WHEAT;CERTOT;FLOUR;CEBAKTOT
34243;PAPU, HÄRKÄPAPU, TUORE;FOOD;RAW;100;PEABEAN;LEGUTOT;LEGUMES;LEGUTOT
34244;HERNE, SOKERIHERNE, TUORE;FOOD;RAW;100;PEABEAN;LEGUTOT;LEGUMES;LEGUTOT
34245;SEESAMINSIEMEN, VALKOINEN, KOKONAINEN, KUORITTU;FOOD;DRIE;100;NUTSEED;LEGUTOT;SNACKVEG;SNACKTOT
34246;JAUHO, TÄYSJYVÄRUISJAUHO R800;FOOD;RAW;100;RYE;CERTOT;FLOUR;CEBAKTOT
34247;JAUHO, TÄYSJYVÄRUISJAUHO R1000;FOOD;RAW;100;RYE;CERTOT;FLOUR;CEBAKTOT
34248;JAUHO, TÄYSJYVÄOHRAJAUHO;FOOD;RAW;100;BARLEY;CERTOT;FLOUR;CEBAKTOT
34249;JAUHO, ERIKOISVEHNÄJAUHO, VÄHITTÄISKAUPPA;FOOD;RAW;100;WHEAT;CERTOT;FLOUR;CEBAKTOT
34252;SIIKA, KASVATETTU;FOOD;RAW;100;FISH;FISHTOT;FISH;FISHDTOT
34253;SILLI, SÄILYKE, KIRKASLIEMINEN;FOOD;CANN;100;FISHPROD;FISHTOT;FISHPROD;FISHDTOT
34254;MERILEVÄ, KOMBU, KUIVATTU;FOOD;DRIE;100;VEGCANN;VEGTOT;VEGCANN;VEGDITOT
34255;LOHI, FILEE, KASVATETTU;FOOD;RAW;100;FISH;FISHTOT;FISH;FISHDTOT
34256;KIRJOLOHI, FILEE, KASVATETTU;FOOD;RAW;100;FISH;FISHTOT;FISH;FISHDTOT
34261;JOGURTTI, MAUSTETTU, JUGUPALA, RASVAA 2,7 %;FOOD;IND;100;YOGHURHI;MILKTOT;YOGHURT;MILKDTOT
34262;KINKKUKASTIKE, RUOKAKERMA;DISH;BOIL;100;DISH;NONINGR;MEATSAUC;MEATDTOT
34263;KAKKU, MUTAKAKKU;DISH;BAK;100;DISH;NONINGR;BAKSWEET;CEBAKTOT
34265;JOGURTTI, MAUSTETTU, RASVAA 2 %, VL, -30% SOKERIA, D-VIT 1 UG;FOOD;IND;100;YOGHURHI;MILKTOT;YOGHURT;MILKDTOT
34276;MEHU, MEHUJUOMA, 40 % VÄHEMMÄN SOKERIA, STEVIALLA MAKEUTETTU, VALIO GRANDI;FOOD;IND;100;FBDRINK;FRUITTOT;DRINKART;BEVTOT
34277;MYSLI, PÄHKINÄINEN;DISH;BAK;100;DISH;NONINGR;CERBRKF;CEBAKTOT
34303;KAKKU, BEBE-LEIVOS;DISH;BAK;100;DISH;NONINGR;BAKSWEET;CEBAKTOT
34304;KAKKU, MACARON-LEIVOS;DISH;BAK;100;DISH;NONINGR;BAKSWEET;CEBAKTOT
34305;KAKKU, PERUNALEIVOS;DISH;BAK;100;DISH;NONINGR;BAKSWEET;CEBAKTOT
34306;KAKKU, NAPOLEON-LEIVOS;DISH;BAK;100;DISH;NONINGR;BAKSWEET;CEBAKTOT
34361;MANGO, KUORITTU;FOOD;RAW;100;FRUITOTH;FRUITTOT;FRUFRESH;FRUDITOT
34362;PASTAKASTIKE, AVOKADOPASTA;DISH;MIX;100;DISH;NONINGR;VEGSAUC;VEGDITOT
34380;PAPU, VALKOINEN, KUIVATTU;FOOD;DRIE;100;PEABEAN;LEGUTOT;LEGUMES;LEGUTOT
34381;PIZZA, KINKKU-KATKARAPU-ANANAS-SINIHOMEJUUSTOPIZZA;DISH;BAK;100;DISH;NONINGR;PIZZA;CEBAKTOT
34382;PIZZA, SALAMI-KINKKU-JAUHELIHA-SIPULIPIZZA;DISH;BAK;100;DISH;NONINGR;PIZZA;CEBAKTOT
34383;PIZZA, KEBAB-SIPULI-FETA-SMETANA-TOMAATTIPIZZA;DISH;BAK;100;DISH;NONINGR;PIZZA;CEBAKTOT
34384;PIZZA, KINKKU-TONNIKALAPIZZA;DISH;BAK;100;DISH;NONINGR;PIZZA;CEBAKTOT
34385;PIZZA, SALAMI-KINKKU-KATKARAPU-SIPULI-PIZZA;DISH;BAK;100;DISH;NONINGR;PIZZA;CEBAKTOT
34386;PIZZA, KANA-ANANAS-SINIHOMEJUUSTOPIZZA;DISH;BAK;100;DISH;NONINGR;PIZZA;CEBAKTOT
34387;PIZZA, TONNIKALA-KATKARAPU-SIMPUKKAPIZZA;DISH;BAK;100;DISH;NONINGR;PIZZA;CEBAKTOT
34388;PIZZA, SALAMI-ANANAS-KATKARAPU-SINIHOMEJUUSTOPIZZA;DISH;BAK;100;DISH;NONINGR;PIZZA;CEBAKTOT
34389;PIZZA, KINKKU-KATKARAPU-HERKKUSIENI-TONNIKALAPIZZA;DISH;BAK;100;DISH;NONINGR;PIZZA;CEBAKTOT
34390;TÄYTETTY LEIPÄ, PATONKI, KANANRINTA, SUBWAY;DISH;MIX;100;DISH;NONINGR;SANDWICH;CEBAKTOT
34391;TÄYTETTY LEIPÄ, PATONKI, KASVISPIHVI, SUBWAY;DISH;MIX;100;DISH;NONINGR;SANDWICH;CEBAKTOT
34392;TÄYTETTY LEIPÄ, PATONKI, SALAMI, KINKKU, ITALIAN BMT, SUBWAY;DISH;MIX;100;DISH;NONINGR;SANDWICH;CEBAKTOT
34393;TÄYTETTY LEIPÄ, PATONKI, PAAHTOPAISTI, SUBWAY;DISH;MIX;100;DISH;NONINGR;SANDWICH;CEBAKTOT
34394;TÄYTETTY LEIPÄ, MONIVILJAPATONKI, TOMAATTI, PAPRIKA, JUUSTO, SALAATTI, SIPULI;DISH;MIX;100;DISH;NONINGR;SANDWICH;CEBAKTOT
34395;HAMPURILAINEN, TUPLAJUUSTOHAMPURILAINEN, MCDONALD'S;DISH;MIX;100;DISH;NONINGR;SANDWICH;CEBAKTOT
34396;HAMPURILAINEN, KERROSHAMPURILAINEN, HESBURGER;DISH;MIX;100;DISH;NONINGR;SANDWICH;CEBAKTOT
34397;HAMPURILAINEN, MCFEAST, MCDONALD'S;DISH;MIX;100;DISH;NONINGR;SANDWICH;CEBAKTOT
34398;HAMPURILAINEN, WHOPPER, BURGER KING;DISH;MIX;100;DISH;NONINGR;SANDWICH;CEBAKTOT
34399;HAMPURILAINEN, TUPLA WHOPPER, BURGER KING;DISH;MIX;100;DISH;NONINGR;SANDWICH;CEBAKTOT
34402;HAMPURILAINEN, PEKONIHAMPURILAINEN, HESBURGER;DISH;MIX;100;DISH;NONINGR;SANDWICH;CEBAKTOT
34403;HAMPURILAINEN, GLUTEENITON HAMPURILAINEN, HESBURGER;DISH;MIX;100;DISH;NONINGR;SANDWICH;CEBAKTOT
34404;KYLMÄ KASTIKE, FETAKASTIKE, JOGURTTIKASTIKE;DISH;MIX;100;DISH;NONINGR;MILKSAUC;MILKDTOT
34405;HAMPURILAINEN, BATAATTIBURGERI, NAUDANLIHA;DISH;MIX;100;DISH;NONINGR;SANDWICH;CEBAKTOT
34407;JAUHELIHAPIHVI, NAUDANLIHA, UUNISSA;DISH;BAK;100;DISH;NONINGR;MEATDISH;MEATDTOT
34408;JAUHELIHAPIHVI, NAUDANPAISTI, PAISTETTU;DISH;FRIE;100;DISH;NONINGR;MEATDISH;MEATDTOT
34409;JAUHELIHAPIHVI, NAUDANPAISTI, UUNISSA;DISH;BAK;100;DISH;NONINGR;MEATDISH;MEATDTOT
34410;JAUHELIHAPIHVI, SIKA-NAUTA, UUNISSA;DISH;BAK;100;DISH;NONINGR;MEATDISH;MEATDTOT
34411;JAUHELIHAPIHVI, NAUDANPAISTI, PAISTETTU ILMAN RASVAA;DISH;FRIE;100;DISH;NONINGR;MEATDISH;MEATDTOT
34412;JAUHELIHAPIHVI, NAUDANLIHA, PAISTETTU ILMAN RASVAA;DISH;FRIE;100;DISH;NONINGR;MEATDISH;MEATDTOT
34413;JAUHELIHAPIHVI, SIKA-NAUTA, PAISTETTU ILMAN RASVAA;DISH;FRIE;100;DISH;NONINGR;MEATDISH;MEATDTOT
34414;HAMPURILAINEN, BATAATTIBURGERI, TOFU;DISH;MIX;100;DISH;NONINGR;SANDWICH;CEBAKTOT
34416;KASVISKASTIKE, PALAK PANEER, PINAATTI, KOTIJUUSTO;DISH;BOIL;100;DISH;NONINGR;VEGSAUC;VEGDITOT
34419;KASVISKASTIKE, SHAHI PANEER, TOMAATTI, KOTIJUUSTO;DISH;BOIL;100;DISH;NONINGR;VEGSAUC;VEGDITOT
34422;BROILERIKASTIKE, VOIKANA, BUTTER CHICKEN;DISH;BAK;100;DISH;NONINGR;POULSAUC;MEATDTOT
34423;KALAKASTIKE, KALACURRY, SEITI, KIRJOLOHI, KOOKOSMAITO;DISH;BOIL;100;DISH;NONINGR;FISHSAUC;FISHDTOT
34426;KASVISKASTIKE, KASVISCURRY, KOOKOSMAITO, KIKHERNE;DISH;BOIL;100;DISH;NONINGR;LEGUSAUC;LEGUTOT
34428;BROILERIKASTIKE, KANACURRY, KOOKOSMAITO;DISH;BOIL;100;DISH;NONINGR;POULSAUC;MEATDTOT
34429;PIZZA, JAUHELIHAPIZZA, NAUDANJAUHELIHA, GLUTEENITON;DISH;BAK;100;DISH;NONINGR;PIZZA;CEBAKTOT
34430;PIZZA, KANA-AVOKADOPIZZA, GLUTEENITON;DISH;BAK;100;DISH;NONINGR;PIZZA;CEBAKTOT
34431;KALAKEITTO, KIRJOLOHIKEITTO, RUOANVALMISTUSKERMA;DISH;BOIL;100;DISH;NONINGR;FISHSOUP;FISHDTOT
34432;KALAKEITTO, KIRJOLOHIKEITTO, KERMA;DISH;BOIL;100;DISH;NONINGR;FISHSOUP;FISHDTOT
34433;KALAKEITTO, LOHIKEITTO, KERMA;DISH;BOIL;100;DISH;NONINGR;FISHSOUP;FISHDTOT
34434;KALAKEITTO, LOHIKEITTO, RUOANVALMISTUSKERMA;DISH;BOIL;100;DISH;NONINGR;FISHSOUP;FISHDTOT
34435;KAKKU, MOKKAPALAT, GLUTEENITON;DISH;BAK;100;DISH;NONINGR;BAKSWEET;CEBAKTOT
34436;SOIJANAKKIKASTIKE, RUSKEA KASTIKE, RASVAA;DISH;BOIL;100;DISH;NONINGR;LEGUSAUC;LEGUTOT
34437;SOIJANAKKISTROGANOFF;DISH;BOIL;100;DISH;NONINGR;LEGUSAUC;LEGUTOT
34438;SOIJANAKKIKEITTO;DISH;BOIL;100;DISH;NONINGR;LEGUSOUP;LEGUTOT
34439;LIHAPULLA, HIRVENLIHA, UUNISSA;DISH;BAK;100;DISH;NONINGR;MEATDISH;MEATDTOT
34440;KALAKEITTO, KIRJOLOHI, SEITI, KASVIRASVAKERMA;DISH;BOIL;100;DISH;NONINGR;FISHSOUP;FISHDTOT
34441;UUNISILAKKA, SMETANASILAKAT, SILAKKAFILEE, SMETANA;DISH;BAK;100;DISH;NONINGR;FISHDISH;FISHDTOT
34445;BATAATTI-KOOKOSKEITTO;DISH;BOIL;100;DISH;NONINGR;VEGSOUP;VEGDITOT
34446;BROILERIKASTIKE, SITRUUNA, TURKKILAINEN JOGURTTI;DISH;BOIL;100;DISH;NONINGR;POULSAUC;MEATDTOT
34448;LIHAPATA, NAUDANPAISTI, GULASSI;DISH;BOIL;100;DISH;NONINGR;MEATDISH;MEATDTOT
34450;MOUSSAKA, KASVISMOUSSAKA, SOIJAROUHE;DISH;BAK;100;DISH;NONINGR;LEGUDISH;LEGUTOT
34451;PERUNALAATIKKO, SOIJA-PERUNALAATIKKO, TOMAATTI, KEVYTMAITO;DISH;BAK;100;DISH;NONINGR;LEGUDISH;LEGUTOT
34452;MOUSSAKA, KASVISMOUSSAKA, MUNAKOISO, PERUNA;DISH;BAK;100;DISH;NONINGR;VEGDISH;VEGDITOT
34453;HIRSSIPIHVI, PAISTETTU;DISH;FRIE;100;DISH;NONINGR;VEGDISH;VEGDITOT
34454;MUSTIKKAHYVE, TALKKUNAHYVE, RAHKA, KERMA;DISH;MIX;100;DISH;NONINGR;MILKPUDD;MILKDTOT
34455;MUSTAJUURISOSEKEITTO, KERMA;DISH;BOIL;100;DISH;NONINGR;VEGSOUP;VEGDITOT
34456;QUORN-TOMAATTIKASTIKE;DISH;BOIL;100;DISH;NONINGR;VEGSAUC;VEGDITOT
34457;KALAKEITTO, LOHIKEITTO, KALALIEMI;DISH;BOIL;100;DISH;NONINGR;FISHSOUP;FISHDTOT
34458;PUNAJUURI, UUNISSA;DISH;BAK;100;DISH;NONINGR;VEGPOT;VEGDITOT
34459;LANTTU, UUNISSA;DISH;BAK;100;DISH;NONINGR;VEGPOT;VEGDITOT
34460;PORKKANA, UUNISSA;DISH;BAK;100;DISH;NONINGR;VEGPOT;VEGDITOT
34461;UUNIJUUREKSET, SUOLAA, ÖLJYÄ;DISH;BAK;100;DISH;NONINGR;VEGPOT;VEGDITOT
34464;FETA-KASVISPIHVI, PAISTETTU;DISH;FRIE;100;DISH;NONINGR;VEGDISH;VEGDITOT
34465;PUNAJUURIPESTOKASTIKE;DISH;MIX;100;DISH;NONINGR;VEGSAUC;VEGDITOT
34466;PAPRIKA, UUNISSA;DISH;BAK;100;DISH;NONINGR;VEGPOT;VEGDITOT
34467;KASVISKEITTO, PAAHDETTU PAPRIKAKEITTO;DISH;BOIL;100;DISH;NONINGR;VEGSOUP;VEGDITOT
34468;PUNAJUURI-SINIHOMEJUUSTOVUOKA, RUOKAKERMA;DISH;BAK;100;DISH;NONINGR;VEGDISH;VEGDITOT
34469;PUNAJUURI-VUOHENJUUSTOVUOKA, RUOKAKERMA;DISH;BAK;100;DISH;NONINGR;VEGDISH;VEGDITOT
34470;PASTA CARBONARA, PEKONI;DISH;MIX;100;DISH;NONINGR;MEATDISH;MEATDTOT
34471;KALKKUNALEIKE, KALKKUNAA CORDON BLEU, PAISTETTU;DISH;FRIE;100;DISH;NONINGR;POULTRY;MEATDTOT
34472;KASSLERPAISTI, KEITETTY, SUOLATON;DISH;BOIL;100;DISH;NONINGR;MSTEAK;MEATDTOT
34473;NYHTÖPOSSU, PULLED PORK;DISH;BAK;100;DISH;NONINGR;MEATDISH;MEATDTOT
34474;HAMPURILAINEN, NYHTÖPOSSU JA ROUHESÄMPYLÄ;DISH;MIX;100;DISH;NONINGR;SANDWICH;CEBAKTOT
34475;SMOOTHIE, VIHERSMOOTHIE, PINAATTI, AVOKADO, KURKKU, BANAANI, ANANAS;DISH;MIX;100;DISH;NONINGR;FRUBJUIC;FRUDITOT
34476;KALA-KASVISPAISTOS, SEITI, JUUREKSET, TOMAATTIMURSKA;DISH;BAK;100;DISH;NONINGR;FISHDISH;FISHDTOT
34477;KALA-KATKARAPUVUOKA, SEITI, KASVIKSIA, TOMAATTIMURSKA;DISH;BAK;100;DISH;NONINGR;FISHDISH;FISHDTOT
34478;SEITI, UUNISSA;DISH;BAK;100;DISH;NONINGR;FISH;FISHDTOT
34480;KALA, PAINOTETTU KESKIARVO, UUNISSA;DISH;BAK;100;DISH;NONINGR;FISH;FISHDTOT
34481;KALAPASTEIJA, SAVULOHIPASTEIJA, LOHIPIIRAKKA;DISH;BAK;100;DISH;NONINGR;BAKSALT;CEBAKTOT
34484;LOHIFILEE, PESTOLOHI, UUNISSA;DISH;BAK;100;DISH;NONINGR;FISHDISH;FISHDTOT
34485;KYLMÄ KASTIKE, LOHITARTARKASTIKE, SMETANA;DISH;MIX;100;DISH;NONINGR;FISHSAUC;FISHDTOT
34488;JAUHELIHA-LINSSIKEITTO, NAUDANPAISTI;DISH;BOIL;100;DISH;NONINGR;MEATSOUP;MEATDTOT
34489;TOMAATTIKEITTO, KYLMÄ, GAZPACHO;DISH;MIX;100;DISH;NONINGR;VEGSOUP;VEGDITOT
34490;KURPITSAKEITTO, RUOANVALMISTUSKERMA;DISH;BOIL;100;DISH;NONINGR;VEGSOUP;VEGDITOT
34491;BANAANIPANNUKAKKU, EI SISÄLLÄ VILJAA;DISH;FRIE;100;DISH;NONINGR;EGGMIX;EGGDISH
34492;PINAATTI, PAISTETTU;DISH;FRIE;100;DISH;NONINGR;VEGPOT;VEGDITOT
34493;ATERIASALAATTI, ITÄMAINEN NUUDELISALAATTI, RIISINUUDELI, JAUHELIHA;DISH;MIX;100;DISH;NONINGR;SALADMIX;SALADTOT
34494;KAURAPUURO, VESI, KOOKOSMAITO, KANANMUNA, BANAANI, SUOLAA;DISH;BOIL;100;DISH;NONINGR;PORR;CEBAKTOT
34495;NUUDELI-TOFUKEITTO, KOOKOSMAITO;DISH;BOIL;100;DISH;NONINGR;LEGUSOUP;LEGUTOT
34496;PERUNA-PARSAKAALISOSEKEITTO, VESI, SULATEJUUSTO;DISH;BOIL;100;DISH;NONINGR;VEGSOUP;VEGDITOT
34497;PALSTERNAKKA-OMENAKEITTO, KASVIRASVAKERMA;DISH;BOIL;100;DISH;NONINGR;VEGSOUP;VEGDITOT
34498;ATERIASALAATTI, KATKARAPU-NUUDELISALAATTI, LEHTIKAALI, MAAPÄHKINÄKASTIKE;DISH;MIX;100;DISH;NONINGR;SALADMIX;SALADTOT
34499;ATERIASALAATTI, HALLOUMISALAATTI, GRANAATTIOMENA, ÖLJYKASTIKE;DISH;MIX;100;DISH;NONINGR;SALADMIX;SALADTOT
34500;ATERIASALAATTI, MANSIKKA-HALLOUMISALAATTI, ÖLJYKASTIKE;DISH;MIX;100;DISH;NONINGR;SALADMIX;SALADTOT
34501;ATERIASALAATTI, KUSKUSSALAATTI, HALLOUMI, ÖLJYKASTIKE;DISH;MIX;100;DISH;NONINGR;SALADMIX;SALADTOT
34502;AVOKADOPASTA;DISH;MIX;100;DISH;NONINGR;VEGDISH;VEGDITOT
34503;TOFU-KASVISWOKKI, WOKKIVIHANNEKSET;DISH;FRIE;100;DISH;NONINGR;LEGUDISH;LEGUTOT
